Date,Open,High,Low,Close,Adj Close,Volume
2014-11-03,185.1999969482422,185.6199951171875,184.60000610351562,185.0399932861328,155.31703186035156,2270000
2014-11-04,184.55999755859375,184.85000610351562,183.4499969482422,184.3800048828125,154.76312255859375,1639400
2014-11-05,185.74000549316406,185.77999877929688,184.74000549316406,185.58999633789062,155.7787628173828,1826500
2014-11-06,185.57000732421875,186.3800048828125,184.89999389648438,186.33999633789062,156.40826416015625,1758600
2014-11-07,186.33999633789062,186.67999267578125,185.8000030517578,186.5,156.5425567626953,1396400
2014-11-10,186.47999572753906,187.10000610351562,186.27000427246094,187.05999755859375,157.01260375976562,1876400
2014-11-11,187.13999938964844,187.33999633789062,186.77999877929688,187.24000549316406,157.1636962890625,1031600
2014-11-12,186.49000549316406,187.27999877929688,186.4600067138672,187.08999633789062,157.03782653808594,2742900
2014-11-13,187.24000549316406,187.83999633789062,186.3800048828125,187.25999450683594,157.1804962158203,1163600
2014-11-14,187.19000244140625,187.52999877929688,186.85000610351562,187.3300018310547,157.23928833007812,1464500
2014-11-17,186.92999267578125,187.58999633789062,186.75999450683594,187.42999267578125,157.32315063476562,584600
2014-11-18,187.47999572753906,188.82000732421875,187.47999572753906,188.50999450683594,158.2296905517578,1252600
2014-11-19,188.25,188.47999572753906,187.3699951171875,188.1699981689453,157.94430541992188,1880800
2014-11-20,187.2899932861328,188.63999938964844,187.2899932861328,188.50999450683594,158.2296905517578,866800
2014-11-21,190.42999267578125,190.47999572753906,188.9499969482422,189.57000732421875,159.1195068359375,1586200
2014-11-24,190.02000427246094,190.2100067138672,189.77000427246094,190.05999755859375,159.5307159423828,1365900
2014-11-25,190.33999633789062,190.55999755859375,189.66000366210938,190.0,159.4803466796875,1736700
2014-11-26,190.10000610351562,190.52000427246094,189.8800048828125,190.44000244140625,159.84970092773438,824400
2014-11-28,190.3000030517578,190.6300048828125,189.75999450683594,190.02999877929688,159.50558471679688,430200
2014-12-01,189.2899932861328,189.38999938964844,188.36000061035156,188.72999572753906,158.41439819335938,2083600
2014-12-02,188.7100067138672,190.1300048828125,188.7100067138672,189.9199981689453,159.41322326660156,1446800
2014-12-03,190.10000610351562,190.8800048828125,189.97000122070312,190.64999389648438,160.02593994140625,2240100
2014-12-04,190.35000610351562,190.99000549316406,189.57000732421875,190.4600067138672,159.86648559570312,1573000
2014-12-05,190.64999389648438,191.19000244140625,190.35000610351562,190.8000030517578,160.15182495117188,2215900
2014-12-08,190.35000610351562,190.8300018310547,188.85000610351562,189.5,159.06076049804688,1527800
2014-12-09,187.42999267578125,189.47000122070312,186.97999572753906,189.35000610351562,158.93478393554688,1763100
2014-12-10,188.86000061035156,188.86000061035156,186.10000610351562,186.3800048828125,156.4418487548828,1749800
2014-12-11,186.97999572753906,189.07000732421875,186.80999755859375,187.25,157.172119140625,1972600
2014-12-12,186.0,186.89999389648438,184.1699981689453,184.2100067138672,154.62037658691406,2614400
2014-12-15,185.25999450683594,185.72000122070312,182.27000427246094,182.92999267578125,153.54603576660156,2801400
2014-12-16,182.10000610351562,185.5399932861328,181.44000244140625,181.52000427246094,152.3625030517578,3837500
2014-12-17,181.97000122070312,185.5500030517578,181.83999633789062,185.17999267578125,155.43460083007812,5588600
2014-12-18,186.74000549316406,188.5800018310547,186.0,188.5500030517578,158.26329040527344,3820200
2014-12-19,189.2899932861328,190.1300048828125,188.58999633789062,189.4199981689453,158.99356079101562,1800800
2014-12-22,189.57000732421875,190.25999450683594,189.33999633789062,190.25999450683594,159.69863891601562,3005800
2014-12-23,190.94000244140625,190.97000122070312,190.3000030517578,190.5500030517578,159.94203186035156,1926800
2014-12-24,190.80999755859375,191.0500030517578,190.5,190.52999877929688,159.92526245117188,952700
2014-12-26,191.05999755859375,191.52000427246094,190.99000549316406,191.14999389648438,160.4456329345703,650300
