Date,Average_Return_High,Count_High,Average_Return_Low,Count_Low,ESG_Factor
2015-10-31,0.07309225836593161,184,0.06790156081302745,184,-0.005190697552904161
2015-11-30,0.0007112713973775412,185,0.014572298064381095,185,0.013861026667003553
2015-12-31,-0.021547060402360575,258,-0.04835281371668747,258,-0.026805753314326893
2016-01-31,-0.054465862356229314,266,-0.07576551647916395,266,-0.021299654122934636
2016-02-29,0.01942181356729029,266,0.020785441351840444,266,0.0013636277845501532
2016-03-31,0.08482349796334465,269,0.09198473495622794,269,0.007161236992883291
2016-04-30,0.0097151454842723,272,0.020813151499878654,272,0.011098006015606354
2016-05-31,0.00871046865052407,273,0.022192813171473844,273,0.013482344520949775
2016-06-30,0.002453222336370281,277,0.0010012402865856858,277,-0.0014519820497845954
2016-07-31,0.04945711918262663,278,0.05336128704948397,278,0.003904167866857343
