Date,AA.N,AAL.OQ,AAON.OQ,AAP.N,AAT.N,ABCB.N,ABG.N,ABM.N,ABR.N,ACA.N,ACHC.OQ,ACIW.OQ,ACLS.OQ,ACM.N,ADC.N,ADEA.OQ,ADMA.OQ,ADNT.N,ADUS.OQ,AEIS.OQ,AEO.N,AFG.N,AGCO.N,AGO.N,AGYS.OQ,AHCO.OQ,AHH.N,AIN.N,AIR.N,AIT.N,AKR.N,AL.N,ALE.N,ALEX.N,ALG.N,ALGM.OQ,ALGT.OQ,ALK.N,ALKS.OQ,ALLY.N,ALRM.OQ,ALTM.N,ALTR.OQ,ALV.N,AM.N,AMBC.N,AMED.OQ,AMG.N,AMH.N,AMKR.OQ,AMN.N,AMPH.OQ,AMR.N,AMSF.OQ,AMWD.OQ,AN.N,ANDE.OQ,ANF.N,ANIP.OQ,AORT.N,AOSL.OQ,APAM.N,APLE.N,APOG.OQ,APPF.OQ,AR.N,ARCB.OQ,ARCH.N,ARI.N,ARLO.N,ARMK.N,AROC.N,ARR.N,ARW.N,ARWR.OQ,ASB.N,ASGN.N,ASH.N,ASIX.N,ASO.OQ,ASTE.OQ,ASTH.OQ,ATEN.N,ATGE.N,ATI.N,ATR.N,AUB.N,AVA.N,AVAV.OQ,AVNS.N,AVNT.N,AVT.OQ,AVTR.N,AWI.N,AWR.N,AX.N,AXL.N,AXTA.N,AYI.N,AZPN.OQ,AZTA.OQ,AZZ.N,B.N,BANC.N,BANF.OQ,BANR.OQ,BBWI.N,BC.N,BCC.N,BCO.N,BCPC.OQ,BDC.N,BDN.N,BERY.N,BFH.N,BFS.N,BGC.OQ,BGS.N,BHE.N,BHF.OQ,BHLB.N,BIO.N,BJ.N,BJRI.OQ,BKE.N,BKH.N,BKU.N,BL.OQ,BLD.N,BLFS.OQ,BLKB.OQ,BLMN.OQ,BMI.N,BMRN.OQ,BOH.N,BOOT.N,BOX.N,BRBR.N,BRC.N,BRKL.OQ,BRKR.OQ,BRX.N,BSIG.N,BTU.N,BURL.N,BWXT.N,BXMT.N,BYD.N,CABO.N,CACI.N,CADE.N,CAKE.OQ,CAL.N,CALM.OQ,CALX.N,CAR.OQ,CARG.OQ,CARS.N,CASH.OQ,CASY.OQ,CATY.OQ,CBRL.OQ,CBSH.OQ,CBT.N,CBU.N,CC.N,CCK.N,CCOI.OQ,CCS.N,CDP.N,CEIX.N,CELH.OQ,CENT.OQ,CENTA.OQ,CENX.OQ,CERT.OQ,CEVA.OQ,CFFN.OQ,CFR.N,CG.OQ,CGNX.OQ,CHCO.OQ,CHDN.OQ,CHE.N,CHEF.OQ,CHH.N,CHRD.OQ,CHWY.N,CHX.OQ,CIEN.N,CIVI.N,CLB.N,CLF.N,CLH.N,CMA.N,CMC.N,CNH.N,CNK.N,CNM.N,CNMD.N,CNO.N,CNS.N,CNSL.OQ,CNX.N,CNXC.OQ,CNXN.OQ,COHR.N,COHU.OQ,COKE.OQ,COLB.OQ,COLL.OQ,COLM.OQ,COOP.OQ,CORT.OQ,COTY.N,CPF.N,CPK.N,CPRI.N,CPRX.OQ,CR.N,CRC.N,CRGY.N,CRI.N,CRK.N,CROX.OQ,CRS.N,CRSR.OQ,CRUS.OQ,CRVL.OQ,CSGS.OQ,CSL.N,CSR.N,CSWI.OQ,CTKB.OQ,CTRE.N,CTS.N,CUBE.N,CUBI.N,CURB.N,CUZ.N,CVBF.OQ,CVCO.OQ,CVI.N,CVLT.OQ,CW.N,CWEN.N,CWENa.N,CWK.N,CWT.N,CXM.N,CXT.N,CXW.N,CYTK.OQ,DAN.N,DAR.N,DBX.OQ,DCI.N,DCOM.OQ,DEA.N,DEI.N,DFIN.N,DGII.OQ,DINO.N,DIOD.OQ,DKS.N,DLB.N,DLX.N,DNOW.N,DOCN.N,DOCS.N,DOCU.OQ,DORM.OQ,DRH.N,DT.N,DTM.N,DUOL.OQ,DV.N,DVAX.OQ,DXC.N,DXPE.OQ,DY.N,EAT.N,ECG.N,ECPG.OQ,EEFT.OQ,EFC.N,EGBN.OQ,EGP.N,EHC.N,EIG.N,ELF.N,ELME.N,ELS.N,EMBC.OQ,EME.N,ENOV.N,ENR.N,ENS.N,ENSG.OQ,ENV.N,ENVA.N,EPAC.N,EPC.N,EPR.N,EPRT.N,EQH.N,ESAB.N,ESE.N,ESNT.N,ETD.N,ETSY.OQ,EVR.N,EVTC.N,EWBC.OQ,EXE.OQ,EXEL.OQ,EXLS.OQ,EXP.N,EXPI.OQ,EXPO.OQ,EXTR.OQ,EYE.OQ,EZPW.OQ,FAF.N,FBIN.N,FBK.N,FBNC.OQ,FBP.N,FBRT.N,FCF.N,FCFS.OQ,FCN.N,FCPT.N,FDP.N,FELE.OQ,FFBC.OQ,FFIN.OQ,FHB.OQ,FHI.N,FHN.N,FIVE.OQ,FIX.N,FIZZ.OQ,FL.N,FLG.N,FLGT.OQ,FLO.N,FLR.N,FLS.N,FN.N,FNB.N,FND.N,FNF.N,FORM.OQ,FOXF.OQ,FR.N,FSS.N,FTDR.OQ,FTRE.OQ,FUL.N,FULT.OQ,FUN.N,FWRD.OQ,FYBR.OQ,G.N,GAP.N,GATX.N,GBCI.N,GBX.N,GDEN.OQ,GDOT.N,GEF.N,GEO.N,GES.N,GFF.N,GGG.N,GHC.N,GIII.OQ,GKOS.N,GLPI.OQ,GME.N,GMED.N,GMS.N,GNL.N,GNTX.OQ,GNW.N,GO.OQ,GOGO.OQ,GPI.N,GPK.N,GPRE.OQ,GRBK.N,GSHD.OQ,GT.OQ,GTES.N,GTLS.N,GTY.N,GVA.N,GXO.N,H.N,HAE.N,HAFC.OQ,HAIN.OQ,HALO.OQ,HASI.N,HAYN.OQ,HAYW.N,HBI.N,HCC.N,HCI.N,HCSG.OQ,HELE.OQ,HFWA.OQ,HGV.N,HI.N,HIMS.N,HIW.N,HLI.N,HLIT.OQ,HLNE.OQ,HLX.N,HMN.N,HNI.N,HOG.N,HOMB.N,HOPE.OQ,HP.N,HPP.N,HQY.OQ,HR.N,HRB.N,HRMY.OQ,HSII.OQ,HSTM.OQ,HTH.N,HTLD.OQ,HTZ.OQ,HUBG.OQ,HWC.OQ,HWKN.OQ,HXL.N,HZO.N,IAC.OQ,IART.OQ,IBKR.OQ,IBOC.OQ,IBP.N,IBTX.OQ,ICHR.OQ,ICUI.OQ,IDA.N,IDCC.OQ,IIIN.N,IIPR.N,ILMN.OQ,INDB.OQ,INGR.N,INN.N,INSP.N,INVA.OQ,INVX.N,IOSP.OQ,IPAR.OQ,IPGP.OQ,IRDM.OQ,IRT.N,IRWD.OQ,ITGR.N,ITRI.OQ,ITT.N,JACK.OQ,JAZZ.OQ,JBGS.N,JBLU.OQ,JBSS.OQ,JBT.N,JEF.N,JHG.N,JJSF.OQ,JLL.N,JOE.N,JWN.N,JXN.N,KALU.OQ,KAR.N,KBH.N,KBR.N,KD.N,KELYA.OQ,KEX.N,KFY.N,KLG.N,KLIC.OQ,KMPR.N,KMT.N,KN.N,KNF.N,KNSL.N,KNX.N,KOP.N,KRC.N,KREF.N,KRG.N,KRYS.OQ,KSS.N,KTB.N,KW.N,KWR.N,LAD.N,LAMR.OQ,LANC.OQ,LBRT.N,LCII.N,LEA.N,LECO.OQ,LEG.N,LESL.OQ,LFUS.OQ,LGIH.OQ,LGND.OQ,LII.N,LITE.OQ,LIVN.OQ,LKFN.OQ,LMAT.OQ,LNC.N,LNN.N,LNTH.OQ,LNW.OQ,LOPE.OQ,LPG.N,LPX.N,LQDT.OQ,LRN.N,LSCC.OQ,LSTR.OQ,LTC.N,LUMN.N,LXP.N,LZB.N,M.N,MAC.N,MAN.N,MANH.OQ,MARA.OQ,MASI.OQ,MAT.OQ,MATV.N,MATW.OQ,MATX.N,MBC.N,MC.N,MCRI.OQ,MCW.N,MCY.N,MD.N,MDU.N,MEDP.OQ,MGEE.OQ,MGPI.OQ,MGY.N,MHO.N,MIDD.OQ,MKSI.OQ,MLAB.OQ,MLI.N,MLKN.OQ,MMI.N,MMS.N,MMSI.OQ,MNRO.OQ,MODG.N,MOGa.N,MORN.OQ,MP.N,MPW.N,MRCY.OQ,MRTN.OQ,MSA.N,MSEX.OQ,MSGS.N,MSM.N,MTDR.N,MTG.N,MTH.N,MTN.N,MTRN.N,MTSI.OQ,MTUS.N,MTX.N,MTZ.N,MUR.N,MUSA.N,MXL.OQ,MYE.N,MYGN.OQ,MYRG.OQ,NABL.N,NARI.OQ,NATL.N,NAVI.OQ,NBHC.N,NBIX.OQ,NBR.N,NBTB.OQ,NEO.OQ,NEOG.OQ,NEU.N,NFG.N,NGVT.N,NHC.A,NJR.N,NLY.N,NMIH.OQ,NNN.N,NOG.N,NOV.N,NOVT.OQ,NPK.N,NPO.N,NSA.N,NSIT.OQ,NSP.N,NTCT.OQ,NVEE.OQ,NVRI.N,NVST.N,NVT.N,NWBI.OQ,NWE.OQ,NWL.OQ,NWN.N,NX.N,NXRT.N,NXST.OQ,NXT.OQ,NYMT.OQ,NYT.N,OC.N,ODP.OQ,OFG.N,OGE.N,OGN.N,OGS.N,OHI.N,OI.N,OII.N,OLED.OQ,OLLI.OQ,OLN.N,OMCL.OQ,OMI.N,ONB.OQ,ONTO.N,OPCH.OQ,ORA.N,ORI.N,OSIS.OQ,OSK.N,OTTR.OQ,OUT.N,OVV.N,OXM.N,OZK.OQ,PAG.N,PAHC.OQ,PARR.N,PATK.OQ,PAYO.OQ,PB.N,PBF.N,PBH.N,PBI.N,PCH.OQ,PCRX.OQ,PCTY.OQ,PDCO.OQ,PDFS.OQ,PEB.N,PECO.OQ,PEN.N,PENG.OQ,PENN.OQ,PFBC.OQ,PFGC.N,PFS.N,PGNY.OQ,PHIN.N,PI.OQ,PII.N,PINC.OQ,PIPR.N,PJT.N,PK.N,PLAB.OQ,PLAY.OQ,PLMR.OQ,PLNT.N,PLUS.OQ,PLXS.OQ,PMT.N,PNFP.OQ,POR.N,POST.N,POWI.OQ,POWL.OQ,PPBI.OQ,PPC.OQ,PR.N,PRA.N,PRAA.OQ,PRDO.OQ,PRG.N,PRGO.N,PRGS.OQ,PRI.N,PRK.A,PRLB.N,PRVA.OQ,PSMT.OQ,PSN.N,PSTG.N,PTEN.OQ,PTGX.OQ,PUMP.N,PVH.N,PZZA.OQ,QDEL.OQ,QLYS.OQ,QNST.OQ,R.N,RAMP.N,RBA.N,RBC.N,RC.N,RCM.OQ,RCUS.N,RDN.N,RDNT.OQ,RES.N,REX.N,REXR.N,REZI.N,RGA.N,RGEN.OQ,RGLD.OQ,RGNX.OQ,RGR.N,RH.N,RHI.N,RLI.N,RMBS.OQ,RNR.N,RNST.N,ROCK.OQ,ROG.N,ROIC.OQ,ROIV.OQ,RPM.N,RRC.N,RRX.N,RS.N,RUN.OQ,RUSHA.OQ,RWT.N,RXO.N,RYAN.N,RYN.N,SABR.OQ,SAFE.N,SAFT.OQ,SAH.N,SAIA.OQ,SAIC.OQ,SAM.N,SANM.OQ,SATS.OQ,SBCF.OQ,SBH.N,SBRA.OQ,SBSI.OQ,SCHL.OQ,SCI.N,SCL.N,SCSC.OQ,SCVL.OQ,SDGR.OQ,SEDG.OQ,SEE.N,SEIC.OQ,SEM.N,SF.N,SFBS.N,SFM.OQ,SFNC.OQ,SHAK.N,SHC.OQ,SHEN.OQ,SHO.N,SHOO.OQ,SIG.N,SIGI.OQ,SITC.N,SITM.OQ,SKT.N,SKX.N,SKYW.OQ,SLAB.OQ,SLG.N,SLGN.N,SLM.OQ,SLP.OQ,SLVM.N,SM.N,SMG.N,SMP.N,SMPL.OQ,SMTC.OQ,SNCY.OQ,SNDR.N,SNEX.OQ,SNV.N,SNX.N,SON.N,SONO.OQ,SPNT.N,SPSC.OQ,SPTN.OQ,SPXC.N,SR.N,SRPT.OQ,SSB.N,SSD.N,SSTK.N,ST.N,STAA.OQ,STAG.N,STBA.OQ,STC.N,STEL.N^F23,STEP.OQ,STRA.OQ,STWD.N,SUPN.OQ,SVC.OQ,SWI.N,SWX.N,SXC.N,SXI.N,SXT.N,SYNA.OQ,TALO.N,TBBK.OQ,TCBI.OQ,TDC.N,TDS.N,TDW.N,TEX.N,TFIN.OQ,TGI.N,TGNA.N,TGTX.OQ,THC.N,THG.N,THO.N,THRM.OQ,THRY.OQ,THS.N,TILE.OQ,TKO.N,TKR.N,TMDX.OQ,TMHC.N,TMP.A,TNC.N,TNDM.OQ,TNL.N,TOL.N,TPH.N,TPL.N,TPX.N,TR.N,TREX.N,TRIP.OQ,TRMK.OQ,TRN.N,TRST.OQ,TRUP.OQ,TTC.N,TTEK.OQ,TTGT.OQ,TTMI.OQ,TWI.N,TWO.N,TXNM.N,TXRH.OQ,UA.N,UAA.N,UBSI.OQ,UCB.N,UCTT.OQ,UE.N,UFCS.OQ,UFPI.OQ,UFPT.OQ,UGI.N,UHT.N,UMBF.OQ,UNF.N,UNFI.N,UNIT.OQ,UNM.N,UPBD.OQ,URBN.OQ,USFD.N,USNA.N,USPH.N,UTHR.OQ,UTL.N,UVV.N,VAC.N,VAL.N,VBTX.OQ,VC.OQ,VCEL.OQ,VECO.OQ,VFC.N,VIAV.OQ,VICR.OQ,VIR.OQ,VIRT.OQ,VLY.OQ,VMI.N,VNO.N,VNOM.OQ,VNT.N,VOYA.N,VRE.N,VRRM.OQ,VRTS.N,VSAT.OQ,VSCO.N,VSH.N,VSTO.N,VSTS.N,VTLE.N,VTOL.N,VVI.N,VVV.N,VYX.N,WABC.OQ,WAFD.OQ,WAL.N,WBS.N,WCC.N,WD.N,WDFC.OQ,WEN.OQ,WERN.OQ,WEX.N,WFRD.OQ,WGO.N,WH.N,WHD.N,WHR.N,WING.OQ,WKC.N,WLK.N,WLY.N,WMG.OQ,WMS.N,WNC.N,WOLF.N,WOR.N,WPC.N,WRLD.OQ,WS.N,WSFS.OQ,WSM.N,WSO.N,WSR.N,WT.N,WTFC.OQ,WTRG.N,WTS.N,WU.N,WWD.OQ,WWW.N,X.N,XHR.N,XNCR.OQ,XPEL.OQ,XPO.N,XRAY.OQ,XRX.OQ,YELP.N,YETI.N,YOU.N,ZD.OQ,ZI.OQ,ZION.OQ,ZWS.N,A.N,AAPL.OQ,ABBV.N,ABNB.OQ,ABT.N,ACGL.OQ,ACN.N,ADBE.OQ,ADI.OQ,ADM.N,ADP.OQ,ADSK.OQ,AEE.N,AEP.OQ,AES.N,AFL.N,AIG.N,AIZ.N,AJG.N,AKAM.OQ,ALB.N,ALGN.OQ,ALL.N,ALLE.N,AMAT.OQ,AMCR.N,AMD.OQ,AME.N,AMGN.OQ,AMP.N,AMT.N,AMTM.N,AMZN.OQ,ANET.N,ANSS.OQ,AON.N,AOS.N,APA.OQ,APD.N,APH.N,APTV.N,ARE.N,ATO.N,AVB.N,AVGO.OQ,AVY.N,AWK.N,AXON.OQ,AXP.N,AZO.N,BA.N,BAC.N,BALL.N,BAX.N,BBY.N,BDX.N,BEN.N,BFb.N,BG.N,BIIB.OQ,BK.N,BKNG.OQ,BKR.OQ,BLDR.N,BLK.N,BMY.N,BR.N,BRKb.N,BRO.N,BSX.N,BWA.N,BX.N,BXP.N,C.N,CAG.N,CAH.N,CARR.N,CAT.N,CB.N,CBOE.Z,CBRE.N,CCI.N,CCL.N,CDNS.OQ,CDW.OQ,CE.N,CEG.OQ,CF.N,CFG.N,CHD.N,CHRW.OQ,CHTR.OQ,CI.N,CINF.OQ,CL.N,CLX.N,CMCSA.OQ,CME.OQ,CMG.N,CMI.N,CMS.N,CNC.N,CNP.N,COF.N,COO.OQ,COP.N,COR.N,COST.OQ,CPAY.N,CPB.OQ,CPRT.OQ,CPT.N,CRL.N,CRM.N,CRWD.OQ,CSCO.OQ,CSGP.OQ,CSX.OQ,CTAS.OQ,CTLT.N,CTRA.N,CTSH.OQ,CTVA.N,CVS.N,CVX.N,CZR.OQ,D.N,DAL.N,DAY.N,DD.N,DE.N,DECK.N,DELL.N,DFS.N,DG.N,DGX.N,DHI.N,DHR.N,DIS.N,DLR.N,DLTR.OQ,DOC.N,DOV.N,DOW.N,DPZ.N,DRI.N,DTE.N,DUK.N,DVA.N,DVN.N,DXCM.OQ,EA.OQ,EBAY.OQ,ECL.N,ED.N,EFX.N,EG.N,EIX.N,EL.N,ELV.N,EMN.N,EMR.N,ENPH.OQ,EOG.N,EPAM.N,EQIX.OQ,EQR.N,EQT.N,ERIE.OQ,ES.N,ESS.N,ETN.N,ETR.N,EVRG.OQ,EW.N,EXC.OQ,EXPD.N,EXPE.OQ,EXR.N,F.N,FANG.OQ,FAST.OQ,FCX.N,FDS.N,FDX.N,FE.N,FFIV.OQ,FI.N,FICO.N,FIS.N,FITB.OQ,FMC.N,FOX.OQ,FOXA.OQ,FRT.N,FSLR.OQ,FTNT.OQ,FTV.N,GD.N,GDDY.N,GE.N,GEHC.OQ,GEN.OQ,GEV.N,GILD.OQ,GIS.N,GL.N,GLW.N,GM.N,GNRC.N,GOOG.OQ,GOOGL.OQ,GPC.N,GPN.N,GRMN.N,GS.N,GWW.N,HAL.N,HAS.OQ,HBAN.OQ,HCA.N,HD.N,HES.N,HIG.N,HII.N,HLT.N,HOLX.OQ,HON.OQ,HPE.N,HPQ.N,HRL.N,HSIC.OQ,HST.OQ,HSY.N,HUBB.N,HUM.N,HWM.N,IBM.N,ICE.N,IDXX.OQ,IEX.N,IFF.N,INCY.OQ,INTC.OQ,INTU.OQ,INVH.N,IP.N,IPG.N,IQV.N,IR.N,IRM.N,ISRG.OQ,IT.N,ITW.N,IVZ.N,J.N,JBHT.OQ,JBL.N,JCI.N,JKHY.OQ,JNJ.N,JNPR.N,JPM.N,K.N,KDP.OQ,KEY.N,KEYS.N,KHC.OQ,KIM.N,KKR.N,KLAC.OQ,KMB.N,KMI.N,KMX.N,KO.N,KR.N,KVUE.N,L.N,LDOS.N,LEN.N,LH.N,LHX.N,LIN.OQ,LKQ.OQ,LLY.N,LMT.N,LNT.OQ,LOW.N,LRCX.OQ,LULU.OQ,LUV.N,LVS.N,LW.N,LYB.N,LYV.N,MA.N,MAA.N,MAR.OQ,MAS.N,MCD.N,MCHP.OQ,MCK.N,MCO.N,MDLZ.OQ,MDT.N,MET.N,META.OQ,MGM.N,MHK.N,MKC.N,MKTX.OQ,MLM.N,MMC.N,MMM.N,MNST.OQ,MO.N,MOH.N,MOS.N,MPC.N,MPWR.OQ,MRK.N,MRNA.OQ,MRO.N,MS.N,MSCI.N,MSFT.OQ,MSI.N,MTB.N,MTCH.OQ,MTD.N,MU.OQ,NCLH.N,NDAQ.OQ,NDSN.OQ,NEE.N,NEM.N,NFLX.OQ,NI.N,NKE.N,NOC.N,NOW.N,NRG.N,NSC.N,NTAP.OQ,NTRS.OQ,NUE.N,NVDA.OQ,NVR.N,NWS.OQ,NWSA.OQ,NXPI.OQ,O.N,ODFL.OQ,OKE.N,OMC.N,ON.OQ,ORCL.N,ORLY.OQ,OTIS.N,OXY.N,PANW.OQ,PARA.OQ,PAYC.N,PAYX.OQ,PCAR.OQ,PCG.N,PEG.N,PEP.OQ,PFE.N,PFG.OQ,PG.N,PGR.N,PH.N,PHM.N,PKG.N,PLD.N,PLTR.N,PM.N,PNC.N,PNR.N,PNW.N,PODD.OQ,POOL.OQ,PPG.N,PPL.N,PRU.N,PSA.N,PSX.N,PTC.OQ,PWR.N,PYPL.OQ,QCOM.OQ,QRVO.OQ,RCL.N,REG.OQ,REGN.OQ,RF.N,RJF.N,RL.N,RMD.N,ROK.N,ROL.N,ROP.OQ,ROST.OQ,RSG.N,RTX.N,RVTY.N,SBAC.OQ,SBUX.OQ,SCHW.N,SHW.N,SJM.N,SLB.N,SMCI.OQ,SNA.N,SNPS.OQ,SO.N,SOLV.N,SPG.N,SPGI.N,SRE.N,STE.N,STLD.OQ,STT.N,STX.OQ,STZ.N,SW.N,SWK.N,SWKS.OQ,SYF.N,SYK.N,SYY.N,T.N,TAP.N,TDG.N,TDY.N,TECH.OQ,TEL.N,TER.OQ,TFC.N,TFX.N,TGT.N,TJX.N,TMO.N,TMUS.OQ,TPR.N,TRGP.N,TRMB.OQ,TROW.OQ,TRV.N,TSCO.OQ,TSLA.OQ,TSN.N,TT.N,TTWO.OQ,TXN.OQ,TXT.N,TYL.N,UAL.OQ,UBER.N,UDR.N,UHS.N,ULTA.OQ,UNH.N,UNP.N,UPS.N,URI.N,USB.N,V.N,VICI.N,VLO.N,VLTO.N,VMC.N,VRSK.OQ,VRSN.OQ,VRTX.OQ,VST.N,VTR.N,VTRS.OQ,VZ.N,WAB.N,WAT.N,WBA.OQ,WBD.OQ,WDC.OQ,WEC.N,WELL.N,WFC.N,WM.N,WMB.N,WMT.N,WRB.N,WST.N,WTW.OQ,WY.N,WYNN.OQ,XEL.OQ,XOM.N,XYL.N,YUM.N,ZBH.N,ZBRA.OQ,ZTS.N
2000-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72454944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.033923593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.791662875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006824085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.237668519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
