location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
usa,ret_12_1,monthly,ew,1,340,141,1927-01-31,-0.0119873283135144
usa,ret_12_1,monthly,ew,1,351,137,1927-02-28,-0.00691909872797258
usa,ret_12_1,monthly,ew,1,353,139,1927-03-31,0.0314669198705574
usa,ret_12_1,monthly,ew,1,354,145,1927-04-30,0.0190385874839465
usa,ret_12_1,monthly,ew,1,358,143,1927-05-31,0.0421474734538982
usa,ret_12_1,monthly,ew,1,360,148,1927-06-30,0.00586718471713411
usa,ret_12_1,monthly,ew,1,363,148,1927-07-31,0.0113770386209711
usa,ret_12_1,monthly,ew,1,361,153,1927-08-31,0.00380912377622549
usa,ret_12_1,monthly,ew,1,360,153,1927-09-30,0.0262391648366581
usa,ret_12_1,monthly,ew,1,366,150,1927-10-31,0.0134060047325185
usa,ret_12_1,monthly,ew,1,369,152,1927-11-30,-0.0492759983121544
usa,ret_12_1,monthly,ew,1,371,153,1927-12-31,0.00910383636171374
usa,ret_12_1,monthly,ew,1,375,158,1928-01-31,-0.00892853258889342
usa,ret_12_1,monthly,ew,1,368,152,1928-02-29,-0.0232623306521199
usa,ret_12_1,monthly,ew,1,374,159,1928-03-31,0.0260728300845283
usa,ret_12_1,monthly,ew,1,372,171,1928-04-30,-0.0637514761632539
usa,ret_12_1,monthly,ew,1,371,165,1928-05-31,-0.00155484973904972
usa,ret_12_1,monthly,ew,1,376,174,1928-06-30,0.00821260105741436
usa,ret_12_1,monthly,ew,1,380,184,1928-07-31,0.0165038344268744
usa,ret_12_1,monthly,ew,1,374,176,1928-08-31,0.0364613990849748
usa,ret_12_1,monthly,ew,1,384,183,1928-09-30,0.0197059537357964
usa,ret_12_1,monthly,ew,1,381,179,1928-10-31,0.0493357797808341
usa,ret_12_1,monthly,ew,1,385,183,1928-11-30,0.0304234522850674
usa,ret_12_1,monthly,ew,1,383,176,1928-12-31,0.0228912501688351
usa,ret_12_1,monthly,ew,1,390,178,1929-01-31,0.028624333958692
usa,ret_12_1,monthly,ew,1,388,170,1929-02-28,0.0309023109106206
usa,ret_12_1,monthly,ew,1,384,165,1929-03-31,0.0151713927626152
usa,ret_12_1,monthly,ew,1,390,175,1929-04-30,0.0239683412722525
usa,ret_12_1,monthly,ew,1,397,167,1929-05-31,0.000561581124878932
usa,ret_12_1,monthly,ew,1,403,165,1929-06-30,0.0834613554760988
usa,ret_12_1,monthly,ew,1,404,161,1929-07-31,0.0229856922330803
usa,ret_12_1,monthly,ew,1,401,155,1929-08-31,0.0765952540521296
usa,ret_12_1,monthly,ew,1,402,159,1929-09-30,0.0323907851140694
usa,ret_12_1,monthly,ew,1,394,154,1929-10-31,-0.0153662091050595
usa,ret_12_1,monthly,ew,1,403,154,1929-11-30,-0.0242666510853544
usa,ret_12_1,monthly,ew,1,403,154,1929-12-31,0.0934860055251655
usa,ret_12_1,monthly,ew,1,420,160,1930-01-31,-0.120190125446635
usa,ret_12_1,monthly,ew,1,430,166,1930-02-28,-0.0113649606939942
usa,ret_12_1,monthly,ew,1,428,170,1930-03-31,-0.0694075117243548
usa,ret_12_1,monthly,ew,1,438,175,1930-04-30,0.0385421493313243
usa,ret_12_1,monthly,ew,1,450,178,1930-05-31,0.0336623450145283
usa,ret_12_1,monthly,ew,1,445,174,1930-06-30,0.06782890059617
usa,ret_12_1,monthly,ew,1,444,172,1930-07-31,-0.00682383577199247
usa,ret_12_1,monthly,ew,1,446,179,1930-08-31,0.0362265972583056
usa,ret_12_1,monthly,ew,1,454,181,1930-09-30,0.0965979204708781
usa,ret_12_1,monthly,ew,1,447,177,1930-10-31,0.0490906692173195
usa,ret_12_1,monthly,ew,1,452,183,1930-11-30,0.00140983023664452
usa,ret_12_1,monthly,ew,1,458,185,1930-12-31,0.123308026424002
usa,ret_12_1,monthly,ew,1,460,196,1931-01-31,-0.136296912617811
usa,ret_12_1,monthly,ew,1,471,185,1931-02-28,-0.132694983346352
usa,ret_12_1,monthly,ew,1,471,188,1931-03-31,0.0695553949895778
usa,ret_12_1,monthly,ew,1,478,194,1931-04-30,0.102138865343887
usa,ret_12_1,monthly,ew,1,483,196,1931-05-31,0.0679584762844201
usa,ret_12_1,monthly,ew,1,475,196,1931-06-30,-0.148342745339328
usa,ret_12_1,monthly,ew,1,470,199,1931-07-31,0.0822767759756958
usa,ret_12_1,monthly,ew,1,466,198,1931-08-31,0.00954507340974672
usa,ret_12_1,monthly,ew,1,466,204,1931-09-30,0.0845594918818478
usa,ret_12_1,monthly,ew,1,468,205,1931-10-31,0.011415848979566
usa,ret_12_1,monthly,ew,1,473,211,1931-11-30,0.0627621144847708
usa,ret_12_1,monthly,ew,1,471,206,1931-12-31,0.122046062196113
usa,ret_12_1,monthly,ew,1,467,214,1932-01-31,-0.116615652696367
usa,ret_12_1,monthly,ew,1,481,205,1932-02-29,0.0439384583822446
usa,ret_12_1,monthly,ew,1,474,203,1932-03-31,0.0923974776892335
usa,ret_12_1,monthly,ew,1,469,198,1932-04-30,0.0678319953864456
usa,ret_12_1,monthly,ew,1,458,199,1932-05-31,0.0463087448255602
usa,ret_12_1,monthly,ew,1,458,191,1932-06-30,-0.0046878626405965
usa,ret_12_1,monthly,ew,1,458,205,1932-07-31,-0.4423284568386
usa,ret_12_1,monthly,ew,1,455,205,1932-08-31,-0.622844516036586
usa,ret_12_1,monthly,ew,1,470,204,1932-09-30,0.0332365277176213
usa,ret_12_1,monthly,ew,1,475,236,1932-10-31,0.00320245094049534
usa,ret_12_1,monthly,ew,1,472,226,1932-11-30,0.031725399496471
usa,ret_12_1,monthly,ew,1,479,225,1932-12-31,0.0466210407793036
usa,ret_12_1,monthly,ew,1,474,237,1933-01-31,-0.0352859570324895
usa,ret_12_1,monthly,ew,1,468,212,1933-02-28,0.0614159145235481
usa,ret_12_1,monthly,ew,1,479,214,1933-03-31,0.00798527127652618
usa,ret_12_1,monthly,ew,1,470,215,1933-04-30,-0.106883703911838
