location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
usa,ret_12_7,monthly,ew,1,339,145,1927-01-31,-0.0038120620192428
usa,ret_12_7,monthly,ew,1,349,141,1927-02-28,-0.00287922602243931
usa,ret_12_7,monthly,ew,1,347,143,1927-03-31,0.0336404165438434
usa,ret_12_7,monthly,ew,1,358,151,1927-04-30,-0.00244467750726557
usa,ret_12_7,monthly,ew,1,351,147,1927-05-31,0.0125571570237395
usa,ret_12_7,monthly,ew,1,358,152,1927-06-30,-0.0105974806230199
usa,ret_12_7,monthly,ew,1,355,153,1927-07-31,0.00575125291933282
usa,ret_12_7,monthly,ew,1,354,150,1927-08-31,0.00570058653362745
usa,ret_12_7,monthly,ew,1,351,152,1927-09-30,-0.00025361547123777
usa,ret_12_7,monthly,ew,1,364,157,1927-10-31,-0.00509320127308841
usa,ret_12_7,monthly,ew,1,368,156,1927-11-30,-0.0562713830215167
usa,ret_12_7,monthly,ew,1,367,164,1927-12-31,-0.007128342383068
usa,ret_12_7,monthly,ew,1,364,160,1928-01-31,-0.0275623300672059
usa,ret_12_7,monthly,ew,1,358,158,1928-02-29,-0.0246943333399114
usa,ret_12_7,monthly,ew,1,360,160,1928-03-31,0.01235598985025
usa,ret_12_7,monthly,ew,1,363,161,1928-04-30,-0.0681144124689872
usa,ret_12_7,monthly,ew,1,377,163,1928-05-31,-0.0362743905943209
usa,ret_12_7,monthly,ew,1,379,160,1928-06-30,0.0214993337767551
usa,ret_12_7,monthly,ew,1,381,168,1928-07-31,0.0155053606890929
usa,ret_12_7,monthly,ew,1,377,167,1928-08-31,0.0524026689969319
usa,ret_12_7,monthly,ew,1,388,178,1928-09-30,-0.0113669416607116
usa,ret_12_7,monthly,ew,1,391,187,1928-10-31,0.0263407916879679
usa,ret_12_7,monthly,ew,1,384,186,1928-11-30,0.0322717035049039
usa,ret_12_7,monthly,ew,1,386,192,1928-12-31,0.0124272025243342
usa,ret_12_7,monthly,ew,1,375,184,1929-01-31,0.0166760320440559
usa,ret_12_7,monthly,ew,1,377,180,1929-02-28,0.0180259030623604
usa,ret_12_7,monthly,ew,1,380,171,1929-03-31,0.0143320112074428
usa,ret_12_7,monthly,ew,1,390,179,1929-04-30,0.00889379971325955
usa,ret_12_7,monthly,ew,1,400,175,1929-05-31,-0.00532010352260318
usa,ret_12_7,monthly,ew,1,402,166,1929-06-30,0.0358047405737799
usa,ret_12_7,monthly,ew,1,391,170,1929-07-31,-0.0159684894998643
usa,ret_12_7,monthly,ew,1,388,170,1929-08-31,0.035761464497782
usa,ret_12_7,monthly,ew,1,393,179,1929-09-30,0.0101226615416306
usa,ret_12_7,monthly,ew,1,393,171,1929-10-31,-0.0489476187366287
usa,ret_12_7,monthly,ew,1,397,169,1929-11-30,-0.0322383731096154
usa,ret_12_7,monthly,ew,1,421,178,1929-12-31,0.0594462463352715
usa,ret_12_7,monthly,ew,1,420,175,1930-01-31,-0.0842585921942857
usa,ret_12_7,monthly,ew,1,424,174,1930-02-28,0.0243349943453012
usa,ret_12_7,monthly,ew,1,431,178,1930-03-31,-0.0606105285312608
usa,ret_12_7,monthly,ew,1,440,179,1930-04-30,0.0341871652042895
usa,ret_12_7,monthly,ew,1,442,182,1930-05-31,0.0337188347015934
usa,ret_12_7,monthly,ew,1,427,175,1930-06-30,0.0756048350188095
usa,ret_12_7,monthly,ew,1,434,176,1930-07-31,-0.0248439371065989
usa,ret_12_7,monthly,ew,1,455,184,1930-08-31,0.0297768783815077
usa,ret_12_7,monthly,ew,1,459,194,1930-09-30,0.0845233298189807
usa,ret_12_7,monthly,ew,1,455,205,1930-10-31,0.0284800345650341
usa,ret_12_7,monthly,ew,1,471,216,1930-11-30,-0.0106105231938126
usa,ret_12_7,monthly,ew,1,451,212,1930-12-31,0.0431857009756355
usa,ret_12_7,monthly,ew,1,462,226,1931-01-31,0.0181171253753
usa,ret_12_7,monthly,ew,1,455,201,1931-02-28,-0.0604300389439456
usa,ret_12_7,monthly,ew,1,486,209,1931-03-31,0.0369465907313838
usa,ret_12_7,monthly,ew,1,477,192,1931-04-30,0.0798689762163158
usa,ret_12_7,monthly,ew,1,478,195,1931-05-31,0.0646399617244523
usa,ret_12_7,monthly,ew,1,474,201,1931-06-30,-0.119849158937647
usa,ret_12_7,monthly,ew,1,473,197,1931-07-31,0.0490014747326381
usa,ret_12_7,monthly,ew,1,472,192,1931-08-31,0.0170001586861012
usa,ret_12_7,monthly,ew,1,463,196,1931-09-30,0.0838342039962222
usa,ret_12_7,monthly,ew,1,474,227,1931-10-31,0.0612638329656976
usa,ret_12_7,monthly,ew,1,475,229,1931-11-30,0.035241306865385
usa,ret_12_7,monthly,ew,1,464,212,1931-12-31,0.092798138202089
usa,ret_12_7,monthly,ew,1,469,231,1932-01-31,-0.0468811703624777
usa,ret_12_7,monthly,ew,1,469,219,1932-02-29,0.0255431142531434
usa,ret_12_7,monthly,ew,1,469,216,1932-03-31,0.0609592657805208
usa,ret_12_7,monthly,ew,1,456,200,1932-04-30,0.0775213667580156
usa,ret_12_7,monthly,ew,1,458,206,1932-05-31,0.0658022852562683
usa,ret_12_7,monthly,ew,1,465,212,1932-06-30,0.0416687604256302
usa,ret_12_7,monthly,ew,1,455,200,1932-07-31,-0.353756525251833
usa,ret_12_7,monthly,ew,1,467,201,1932-08-31,-0.563411571468715
usa,ret_12_7,monthly,ew,1,459,207,1932-09-30,0.0708521669316943
usa,ret_12_7,monthly,ew,1,467,211,1932-10-31,0.0678355532841195
usa,ret_12_7,monthly,ew,1,468,217,1932-11-30,0.0584792247626636
usa,ret_12_7,monthly,ew,1,463,209,1932-12-31,0.0629626595930019
usa,ret_12_7,monthly,ew,1,458,221,1933-01-31,-0.0326906161724058
usa,ret_12_7,monthly,ew,1,458,225,1933-02-28,0.121541955506394
usa,ret_12_7,monthly,ew,1,469,219,1933-03-31,0.0251188687106046
usa,ret_12_7,monthly,ew,1,454,209,1933-04-30,0.25875326436712
usa,ret_12_7,monthly,ew,1,461,215,1933-05-31,0.229503857120775
usa,ret_12_7,monthly,ew,1,452,218,1933-06-30,0.0382034150816828
usa,ret_12_7,monthly,ew,1,465,229,1933-07-31,-0.00332654377724448
usa,ret_12_7,monthly,ew,1,463,221,1933-08-31,0.00927868780821398
usa,ret_12_7,monthly,ew,1,467,193,1933-09-30,0.114416816657806
usa,ret_12_7,monthly,ew,1,449,195,1933-10-31,0.0532607739278639
usa,ret_12_7,monthly,ew,1,465,200,1933-11-30,0.0250432015451038
usa,ret_12_7,monthly,ew,1,462,199,1933-12-31,0.0430499028999045
usa,ret_12_7,monthly,ew,1,454,212,1934-01-31,0.113643784603918
usa,ret_12_7,monthly,ew,1,473,203,1934-02-28,0.0200458765453366
