location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
usa,ret_3_1,monthly,ew,1,341,170,1926-04-30,-0.0251150477857138
usa,ret_3_1,monthly,ew,1,343,148,1926-05-31,0.0320914650801836
usa,ret_3_1,monthly,ew,1,354,152,1926-06-30,-0.0175840845645519
usa,ret_3_1,monthly,ew,1,347,150,1926-07-31,0.00392566738999662
usa,ret_3_1,monthly,ew,1,354,157,1926-08-31,0.00510594643345404
usa,ret_3_1,monthly,ew,1,348,157,1926-09-30,0.0263428618125288
usa,ret_3_1,monthly,ew,1,367,164,1926-10-31,0.0100230067011054
usa,ret_3_1,monthly,ew,1,353,165,1926-11-30,0.0154492389281593
usa,ret_3_1,monthly,ew,1,364,167,1926-12-31,-0.000468026093039302
usa,ret_3_1,monthly,ew,1,363,163,1927-01-31,-0.0135829720854233
usa,ret_3_1,monthly,ew,1,363,158,1927-02-28,0.0211854436123804
usa,ret_3_1,monthly,ew,1,368,168,1927-03-31,0.0282746608498571
usa,ret_3_1,monthly,ew,1,369,176,1927-04-30,0.00431095810296161
usa,ret_3_1,monthly,ew,1,375,165,1927-05-31,0.0363609598101299
usa,ret_3_1,monthly,ew,1,368,165,1927-06-30,0.0182757546738021
usa,ret_3_1,monthly,ew,1,373,175,1927-07-31,0.0146235305938384
usa,ret_3_1,monthly,ew,1,368,170,1927-08-31,0.00761173729906714
usa,ret_3_1,monthly,ew,1,373,172,1927-09-30,0.0298458659652436
usa,ret_3_1,monthly,ew,1,385,177,1927-10-31,0.0152073449858648
usa,ret_3_1,monthly,ew,1,383,170,1927-11-30,-0.00587869133615022
usa,ret_3_1,monthly,ew,1,389,171,1927-12-31,0.0199702457547454
usa,ret_3_1,monthly,ew,1,393,189,1928-01-31,0.0195629694659975
usa,ret_3_1,monthly,ew,1,386,188,1928-02-29,0.00245890515351387
usa,ret_3_1,monthly,ew,1,390,188,1928-03-31,-0.011739583362687
usa,ret_3_1,monthly,ew,1,394,195,1928-04-30,0.0336906318714083
usa,ret_3_1,monthly,ew,1,396,187,1928-05-31,0.037169277162595
usa,ret_3_1,monthly,ew,1,392,194,1928-06-30,-0.00749859175026034
usa,ret_3_1,monthly,ew,1,398,182,1928-07-31,-0.00166372578216321
usa,ret_3_1,monthly,ew,1,394,190,1928-08-31,0.0367662291106192
usa,ret_3_1,monthly,ew,1,412,180,1928-09-30,-0.0235239600156513
usa,ret_3_1,monthly,ew,1,410,178,1928-10-31,0.0327889648172511
usa,ret_3_1,monthly,ew,1,409,186,1928-11-30,0.0462064939208207
usa,ret_3_1,monthly,ew,1,401,194,1928-12-31,0.0121627331666418
usa,ret_3_1,monthly,ew,1,408,190,1929-01-31,0.000838919638850799
usa,ret_3_1,monthly,ew,1,406,177,1929-02-28,0.0230388314805517
usa,ret_3_1,monthly,ew,1,414,183,1929-03-31,-0.0172234637714357
usa,ret_3_1,monthly,ew,1,418,196,1929-04-30,0.00973901475125023
usa,ret_3_1,monthly,ew,1,433,199,1929-05-31,0.0318318992271035
usa,ret_3_1,monthly,ew,1,437,198,1929-06-30,0.0213642084053759
usa,ret_3_1,monthly,ew,1,444,193,1929-07-31,0.0496831285809178
usa,ret_3_1,monthly,ew,1,450,189,1929-08-31,0.0531151518095056
usa,ret_3_1,monthly,ew,1,458,206,1929-09-30,0.0198624998047272
usa,ret_3_1,monthly,ew,1,446,189,1929-10-31,0.0215964004996582
usa,ret_3_1,monthly,ew,1,461,198,1929-11-30,0.00551327715705918
usa,ret_3_1,monthly,ew,1,455,197,1929-12-31,0.0123390107106383
usa,ret_3_1,monthly,ew,1,465,207,1930-01-31,-0.0948023080774464
usa,ret_3_1,monthly,ew,1,483,210,1930-02-28,-0.0252877496967399
usa,ret_3_1,monthly,ew,1,485,226,1930-03-31,-0.0129176217316517
usa,ret_3_1,monthly,ew,1,486,231,1930-04-30,-0.0110764997093354
usa,ret_3_1,monthly,ew,1,486,239,1930-05-31,-0.0186582233244457
usa,ret_3_1,monthly,ew,1,475,229,1930-06-30,-0.0146935782632247
usa,ret_3_1,monthly,ew,1,484,204,1930-07-31,-0.000503731956561622
usa,ret_3_1,monthly,ew,1,489,210,1930-08-31,0.0260295873891296
usa,ret_3_1,monthly,ew,1,489,213,1930-09-30,0.112513866792738
usa,ret_3_1,monthly,ew,1,484,218,1930-10-31,0.0054299371006484
usa,ret_3_1,monthly,ew,1,490,210,1930-11-30,-0.0176606389504762
usa,ret_3_1,monthly,ew,1,474,215,1930-12-31,0.0868232345472515
usa,ret_3_1,monthly,ew,1,477,225,1931-01-31,-0.096843197545254
usa,ret_3_1,monthly,ew,1,489,208,1931-02-28,-0.0705618475710974
usa,ret_3_1,monthly,ew,1,490,230,1931-03-31,0.0116043710152508
usa,ret_3_1,monthly,ew,1,494,219,1931-04-30,-0.0606055130753159
usa,ret_3_1,monthly,ew,1,477,231,1931-05-31,0.00312758759225001
usa,ret_3_1,monthly,ew,1,472,215,1931-06-30,-0.140937722969454
usa,ret_3_1,monthly,ew,1,478,215,1931-07-31,0.0695603791060713
usa,ret_3_1,monthly,ew,1,489,234,1931-08-31,0.00407003272904978
usa,ret_3_1,monthly,ew,1,484,229,1931-09-30,-0.0415319464481291
usa,ret_3_1,monthly,ew,1,466,216,1931-10-31,-0.021023011421837
usa,ret_3_1,monthly,ew,1,479,221,1931-11-30,0.0576293010000614
usa,ret_3_1,monthly,ew,1,477,222,1931-12-31,0.094554435064992
usa,ret_3_1,monthly,ew,1,483,222,1932-01-31,-0.0923886337123848
usa,ret_3_1,monthly,ew,1,488,209,1932-02-29,0.0192280812507692
usa,ret_3_1,monthly,ew,1,485,221,1932-03-31,0.019108250738177
usa,ret_3_1,monthly,ew,1,468,230,1932-04-30,-0.0338107527224662
usa,ret_3_1,monthly,ew,1,484,226,1932-05-31,0.0463212786435309
usa,ret_3_1,monthly,ew,1,469,218,1932-06-30,-0.00898551426591433
usa,ret_3_1,monthly,ew,1,462,222,1932-07-31,-0.307323456233694
usa,ret_3_1,monthly,ew,1,481,234,1932-08-31,-0.211598940289811
usa,ret_3_1,monthly,ew,1,470,217,1932-09-30,-0.0369226576371778
usa,ret_3_1,monthly,ew,1,463,208,1932-10-31,-0.157208977130141
usa,ret_3_1,monthly,ew,1,475,219,1932-11-30,-0.0632000014861337
usa,ret_3_1,monthly,ew,1,480,217,1932-12-31,0.0372667094552505
usa,ret_3_1,monthly,ew,1,465,219,1933-01-31,-0.0499537196555797
usa,ret_3_1,monthly,ew,1,478,207,1933-02-28,0.0189386423812432
usa,ret_3_1,monthly,ew,1,480,203,1933-03-31,-0.0394074086135708
usa,ret_3_1,monthly,ew,1,454,218,1933-04-30,-0.216366669288668
usa,ret_3_1,monthly,ew,1,465,230,1933-05-31,-0.130889577204644
usa,ret_3_1,monthly,ew,1,454,218,1933-06-30,-0.0277198315200008
usa,ret_3_1,monthly,ew,1,462,202,1933-07-31,-0.00870607271946687
usa,ret_3_1,monthly,ew,1,474,190,1933-08-31,-0.017385945430745
usa,ret_3_1,monthly,ew,1,476,218,1933-09-30,-0.0169301148263033
usa,ret_3_1,monthly,ew,1,465,207,1933-10-31,-0.00389198652414897
usa,ret_3_1,monthly,ew,1,471,191,1933-11-30,0.0528515062097494
