location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
usa,resff3_12_1,monthly,ew,1,273,130,1953-05-31,0.0110549758569231
usa,resff3_12_1,monthly,ew,1,461,223,1953-06-30,0.00549470726464182
usa,resff3_12_1,monthly,ew,1,555,271,1953-07-31,0.0110804152526571
usa,resff3_12_1,monthly,ew,1,616,304,1953-08-31,-0.00863008446670041
usa,resff3_12_1,monthly,ew,1,633,302,1953-09-30,0.00601911077430124
usa,resff3_12_1,monthly,ew,1,641,306,1953-10-31,0.0053535650959604
usa,resff3_12_1,monthly,ew,1,662,329,1953-11-30,0.00570596085228785
usa,resff3_12_1,monthly,ew,1,657,327,1953-12-31,0.0200354607358855
usa,resff3_12_1,monthly,ew,1,662,328,1954-01-31,-0.0122137634910089
usa,resff3_12_1,monthly,ew,1,661,330,1954-02-28,0.00818885307133114
usa,resff3_12_1,monthly,ew,1,666,332,1954-03-31,0.0123927374819584
usa,resff3_12_1,monthly,ew,1,669,330,1954-04-30,0.0234263740515902
usa,resff3_12_1,monthly,ew,1,651,317,1954-05-31,-0.00471105280787983
usa,resff3_12_1,monthly,ew,1,666,326,1954-06-30,0.0152333822921202
usa,resff3_12_1,monthly,ew,1,677,323,1954-07-31,0.00426214737593011
usa,resff3_12_1,monthly,ew,1,665,313,1954-08-31,-0.00213117747045455
usa,resff3_12_1,monthly,ew,1,661,317,1954-09-30,0.00208162655900612
usa,resff3_12_1,monthly,ew,1,669,331,1954-10-31,-4.24061391694529e-05
usa,resff3_12_1,monthly,ew,1,667,327,1954-11-30,0.0071952864975913
usa,resff3_12_1,monthly,ew,1,656,318,1954-12-31,-0.00659130391338245
usa,resff3_12_1,monthly,ew,1,654,321,1955-01-31,0.0221006457430917
usa,resff3_12_1,monthly,ew,1,667,332,1955-02-28,0.00797056972954235
usa,resff3_12_1,monthly,ew,1,666,327,1955-03-31,0.0156170455308436
usa,resff3_12_1,monthly,ew,1,657,322,1955-04-30,0.0032087350562427
usa,resff3_12_1,monthly,ew,1,657,325,1955-05-31,0.00339939160340222
usa,resff3_12_1,monthly,ew,1,680,323,1955-06-30,0.0150761945082707
usa,resff3_12_1,monthly,ew,1,664,323,1955-07-31,-0.00257390719885331
usa,resff3_12_1,monthly,ew,1,661,319,1955-08-31,0.0114808197364516
usa,resff3_12_1,monthly,ew,1,659,312,1955-09-30,0.0112111683612752
usa,resff3_12_1,monthly,ew,1,655,325,1955-10-31,0.000475097200876455
usa,resff3_12_1,monthly,ew,1,662,318,1955-11-30,0.000934662610276804
usa,resff3_12_1,monthly,ew,1,669,318,1955-12-31,-0.0102069065151777
usa,resff3_12_1,monthly,ew,1,659,321,1956-01-31,-0.00424351128984405
usa,resff3_12_1,monthly,ew,1,662,322,1956-02-29,0.00570956527275302
usa,resff3_12_1,monthly,ew,1,669,321,1956-03-31,0.016465616777468
usa,resff3_12_1,monthly,ew,1,663,313,1956-04-30,0.0166174934493473
usa,resff3_12_1,monthly,ew,1,658,317,1956-05-31,-0.00937153866683349
usa,resff3_12_1,monthly,ew,1,659,310,1956-06-30,0.0101266615630567
usa,resff3_12_1,monthly,ew,1,643,311,1956-07-31,0.0167728659717332
usa,resff3_12_1,monthly,ew,1,634,308,1956-08-31,-0.00589570608390566
usa,resff3_12_1,monthly,ew,1,655,327,1956-09-30,-0.00324087748041321
usa,resff3_12_1,monthly,ew,1,652,313,1956-10-31,0.0216908390870687
usa,resff3_12_1,monthly,ew,1,652,315,1956-11-30,0.0234987989067232
usa,resff3_12_1,monthly,ew,1,646,311,1956-12-31,0.022157707058097
usa,resff3_12_1,monthly,ew,1,654,311,1957-01-31,-0.0191889813761786
usa,resff3_12_1,monthly,ew,1,668,308,1957-02-28,0.00310100003962121
usa,resff3_12_1,monthly,ew,1,663,304,1957-03-31,0.00778877075386399
usa,resff3_12_1,monthly,ew,1,669,308,1957-04-30,0.0167220802575431
usa,resff3_12_1,monthly,ew,1,660,295,1957-05-31,0.0175254558896726
usa,resff3_12_1,monthly,ew,1,664,315,1957-06-30,-0.000898442929912221
usa,resff3_12_1,monthly,ew,1,653,311,1957-07-31,0.000244492599299562
usa,resff3_12_1,monthly,ew,1,660,321,1957-08-31,0.00612471962270283
usa,resff3_12_1,monthly,ew,1,658,322,1957-09-30,0.00646551684723085
usa,resff3_12_1,monthly,ew,1,665,331,1957-10-31,0.00236940421986359
usa,resff3_12_1,monthly,ew,1,672,324,1957-11-30,0.0118576512497126
usa,resff3_12_1,monthly,ew,1,669,328,1957-12-31,0.0306822474753845
usa,resff3_12_1,monthly,ew,1,665,325,1958-01-31,-0.00678679017536199
usa,resff3_12_1,monthly,ew,1,666,327,1958-02-28,0.0263148863947715
usa,resff3_12_1,monthly,ew,1,663,325,1958-03-31,0.00240978858196449
usa,resff3_12_1,monthly,ew,1,673,329,1958-04-30,0.0160921980025641
usa,resff3_12_1,monthly,ew,1,654,310,1958-05-31,2.86145664272278e-05
usa,resff3_12_1,monthly,ew,1,654,313,1958-06-30,-0.0111668805695474
usa,resff3_12_1,monthly,ew,1,642,303,1958-07-31,-0.0350304412315284
usa,resff3_12_1,monthly,ew,1,632,301,1958-08-31,0.00511971681087915
usa,resff3_12_1,monthly,ew,1,634,290,1958-09-30,-0.00835793528023857
usa,resff3_12_1,monthly,ew,1,647,299,1958-10-31,0.0261343507113549
usa,resff3_12_1,monthly,ew,1,654,321,1958-11-30,0.0115061026557745
usa,resff3_12_1,monthly,ew,1,646,312,1958-12-31,0.0103807162420947
usa,resff3_12_1,monthly,ew,1,666,328,1959-01-31,-0.00393310138064115
usa,resff3_12_1,monthly,ew,1,664,327,1959-02-28,0.0164585619003466
usa,resff3_12_1,monthly,ew,1,664,326,1959-03-31,0.0118154768238756
usa,resff3_12_1,monthly,ew,1,680,338,1959-04-30,0.0231886602289422
usa,resff3_12_1,monthly,ew,1,657,328,1959-05-31,0.0151641701513381
usa,resff3_12_1,monthly,ew,1,670,322,1959-06-30,0.016180278761237
usa,resff3_12_1,monthly,ew,1,676,326,1959-07-31,0.0107057725363173
usa,resff3_12_1,monthly,ew,1,670,328,1959-08-31,-0.00323658802432784
usa,resff3_12_1,monthly,ew,1,664,329,1959-09-30,0.00772616246672957
usa,resff3_12_1,monthly,ew,1,678,336,1959-10-31,0.0247577232722066
usa,resff3_12_1,monthly,ew,1,675,329,1959-11-30,0.0133451050565174
usa,resff3_12_1,monthly,ew,1,681,333,1959-12-31,0.00602028829261675
usa,resff3_12_1,monthly,ew,1,668,330,1960-01-31,-0.0176480905095804
usa,resff3_12_1,monthly,ew,1,667,332,1960-02-29,0.00248354454021939
usa,resff3_12_1,monthly,ew,1,672,320,1960-03-31,-0.0136307346518182
usa,resff3_12_1,monthly,ew,1,679,326,1960-04-30,-0.00680564791011401
usa,resff3_12_1,monthly,ew,1,685,331,1960-05-31,-0.00557847865756908
usa,resff3_12_1,monthly,ew,1,682,335,1960-06-30,0.0043437244263435
usa,resff3_12_1,monthly,ew,1,682,325,1960-07-31,-0.00406022474752338
usa,resff3_12_1,monthly,ew,1,679,323,1960-08-31,0.0187492272157782
usa,resff3_12_1,monthly,ew,1,678,327,1960-09-30,-0.00473175178910844
usa,resff3_12_1,monthly,ew,1,671,331,1960-10-31,0.0185502157770357
usa,resff3_12_1,monthly,ew,1,671,329,1960-11-30,0.0177135720838568
usa,resff3_12_1,monthly,ew,1,676,334,1960-12-31,-0.000762616764919281
usa,resff3_12_1,monthly,ew,1,657,308,1961-01-31,-0.020027827675667
usa,resff3_12_1,monthly,ew,1,663,299,1961-02-28,0.00452512249650024
usa,resff3_12_1,monthly,ew,1,657,291,1961-03-31,-0.00122005288779506
usa,resff3_12_1,monthly,ew,1,665,294,1961-04-30,0.0250614353713708
usa,resff3_12_1,monthly,ew,1,664,306,1961-05-31,-0.0147093014090992
usa,resff3_12_1,monthly,ew,1,663,309,1961-06-30,0.00728503383194284
usa,resff3_12_1,monthly,ew,1,671,312,1961-07-31,0.011652867231687
usa,resff3_12_1,monthly,ew,1,672,319,1961-08-31,0.00608725359008232
usa,resff3_12_1,monthly,ew,1,678,320,1961-09-30,-0.00410553053504713
usa,resff3_12_1,monthly,ew,1,686,330,1961-10-31,0.0330893198121689
usa,resff3_12_1,monthly,ew,1,672,319,1961-11-30,0.00612045962237783
usa,resff3_12_1,monthly,ew,1,671,326,1961-12-31,-0.00921662892951187
usa,resff3_12_1,monthly,ew,1,664,331,1962-01-31,-0.00261628093008991
usa,resff3_12_1,monthly,ew,1,674,326,1962-02-28,0.00437169717374833
usa,resff3_12_1,monthly,ew,1,674,319,1962-03-31,0.00895767554589607
usa,resff3_12_1,monthly,ew,1,683,336,1962-04-30,0.00809912665151469
usa,resff3_12_1,monthly,ew,1,687,334,1962-05-31,-0.000699512600634431
usa,resff3_12_1,monthly,ew,1,682,327,1962-06-30,0.0402528478567102
usa,resff3_12_1,monthly,ew,1,690,335,1962-07-31,0.0091825945535926
usa,resff3_12_1,monthly,ew,1,704,341,1962-08-31,0.00458308140792677
usa,resff3_12_1,monthly,ew,1,694,322,1962-09-30,0.00819038678541569
usa,resff3_12_1,monthly,ew,1,700,323,1962-10-31,0.00335085686333939
usa,resff3_12_1,monthly,ew,1,699,324,1962-11-30,-0.00448697665709136
usa,resff3_12_1,monthly,ew,1,700,337,1962-12-31,0.0077455232631369
usa,resff3_12_1,monthly,ew,1,714,339,1963-01-31,0.0219848807897487
usa,resff3_12_1,monthly,ew,1,701,335,1963-02-28,0.0234579753026433
usa,resff3_12_1,monthly,ew,1,710,338,1963-03-31,0.00948342135589807
usa,resff3_12_1,monthly,ew,1,711,348,1963-04-30,0.0139199867394818
usa,resff3_12_1,monthly,ew,1,691,340,1963-05-31,0.0301413796433141
usa,resff3_12_1,monthly,ew,1,697,348,1963-06-30,0.000394469853118928
usa,resff3_12_1,monthly,ew,1,700,339,1963-07-31,0.000618625156079066
usa,resff3_12_1,monthly,ew,1,714,357,1963-08-31,0.019187005157423
usa,resff3_12_1,monthly,ew,1,713,354,1963-09-30,0.00423164554203531
usa,resff3_12_1,monthly,ew,1,707,351,1963-10-31,0.0168867900591728
usa,resff3_12_1,monthly,ew,1,719,355,1963-11-30,-0.00269006901933679
usa,resff3_12_1,monthly,ew,1,706,340,1963-12-31,0.00435247558213115
usa,resff3_12_1,monthly,ew,1,706,341,1964-01-31,0.0155610227095529
usa,resff3_12_1,monthly,ew,1,732,365,1964-02-29,0.011616139772337
usa,resff3_12_1,monthly,ew,1,777,373,1964-03-31,0.0303835338678298
usa,resff3_12_1,monthly,ew,1,782,383,1964-04-30,-0.0040148786394799
usa,resff3_12_1,monthly,ew,1,781,380,1964-05-31,0.00579153571053944
usa,resff3_12_1,monthly,ew,1,778,383,1964-06-30,-0.005127377337354
usa,resff3_12_1,monthly,ew,1,778,378,1964-07-31,0.00137679809458465
usa,resff3_12_1,monthly,ew,1,896,436,1964-08-31,-0.00682384094972078
usa,resff3_12_1,monthly,ew,1,1045,518,1964-09-30,0.00717422125648128
usa,resff3_12_1,monthly,ew,1,1151,563,1964-10-31,0.0122001618844619
usa,resff3_12_1,monthly,ew,1,1207,602,1964-11-30,0.00753643288506054
usa,resff3_12_1,monthly,ew,1,1200,596,1964-12-31,-0.00262018696833304
usa,resff3_12_1,monthly,ew,1,1256,617,1965-01-31,-0.000457753243951878
usa,resff3_12_1,monthly,ew,1,1266,599,1965-02-28,0.0111494206941802
usa,resff3_12_1,monthly,ew,1,1260,617,1965-03-31,0.00159178092231739
usa,resff3_12_1,monthly,ew,1,1305,634,1965-04-30,0.00373596898322582
usa,resff3_12_1,monthly,ew,1,1274,595,1965-05-31,0.00950763217747031
usa,resff3_12_1,monthly,ew,1,1277,626,1965-06-30,-0.00509253192121116
usa,resff3_12_1,monthly,ew,1,1305,650,1965-07-31,0.0212567750610746
usa,resff3_12_1,monthly,ew,1,1281,626,1965-08-31,0.0113396131243414
